demand_share,correlation,lever,pairwise_corr,corr_tv_demand,tv_bias_%,meta_bias_%,search_bias_%,mean_bias_%,mean_cv_%,n_clients,bias_sd_across_clients_%,bias_se_%,typical_abs_bias_%,mean_lambda,lambda_spread,budget_x_b0.4,budget_x_b0.6,budget_x_b0.8,lambda_p10,lambda_p90,budget_x_b0.4_p10,budget_x_b0.4_p90,budget_x_b0.6_p10,budget_x_b0.6_p90,budget_x_b0.8_p10,budget_x_b0.8_p90
1.0,0.55,unphased,0.5366057713905028,0.7416176712868413,76.29533471630658,47.803745637672655,39.793984556803956,54.631021636927734,16.756872586493348,32,5.453834605814962,0.9641108583104052,54.63102163692773,1.5463102163692775,0.36501350159502643,2.0677326023726743,2.9733193905540047,8.84062819824444,1.4780235345624386,1.6205234811700893,1.917795877552608,2.2357623383199883,2.6558516853936105,3.3430172760098325,7.053572328143309,11.17579020523254
1.0,0.55,+/-20%,0.5366057713905028,0.7416176712868411,69.41186274475541,43.37608153522831,38.65115574893089,50.4797000096382,14.959088116740025,32,4.7533721273725185,0.8402854161920583,50.47970000963821,1.5047970000963822,0.30760706995824516,1.9760436234839063,2.7777604613979956,7.715953180906008,1.4452472530913496,1.5745450775928354,1.8474396733967313,2.131050129610038,2.5110503447903803,3.110956416705655,6.305375702756182,9.678504429909152
1.0,0.55,+/-40%,0.5366057713905028,0.7416176712868411,57.45199408890464,35.547810552341296,33.09098442712681,42.03026302279091,12.143963508224788,32,4.325558183506539,0.7646578809936095,42.03026302279092,1.4203026302279091,0.24361009661777833,1.7946020196920456,2.4040983383282986,5.779688820352888,1.3730549710659266,1.477175179398177,1.6962110654000169,1.915963637020024,2.2091228642799674,2.652051802285961,4.880226024620025,7.033486052126609
1.0,0.55,+/-80%,0.5366057713905028,0.7416176712868411,34.2881841037538,20.699952138984663,19.072627794694096,24.686921345810855,8.53586042939307,32,3.682675680535225,0.6510112366543104,24.686921345810852,1.2468692134581085,0.15215556309059708,1.444446640421834,1.73601012852389,3.013731166337534,1.1964839114091588,1.2909900862595038,1.3484808712980105,1.5306346794748007,1.56591152096455,1.8936834876308373,2.45208004676152,3.5860405631377286
1.0,0.55,Blackout,0.5366057713905028,0.7416176712868411,20.842771211603107,13.263828046458972,12.063578252108464,15.390059170056846,7.358214046653356,32,2.8748534070062237,0.5082070847528376,15.390059170056848,1.1539005917005685,0.08779192959494653,1.2694453041445743,1.4302797507071907,2.045700165283024,1.1115272842669632,1.1926640119532177,1.192714686546678,1.341314880655357,1.302598402873707,1.5534495217368443,1.69689740360706,2.4132396576658923
1.0,0.55,TV alone +/-80%,0.5366057713905028,0.7416176712868411,13.61084469266956,62.54447266753637,52.159960070275886,42.77175914349394,12.982452459453867,32,4.175960104995428,0.7382124270516885,42.77175914349394,1.4277175914349394,0.489336279748668,1.8102442822910716,2.435598941468988,5.932142203684856,1.3742719704639061,1.4759530615939283,1.6987254737546003,1.913319853379652,2.214056302647131,2.646557710458266,4.902309090861368,7.004267876996921
0.0,0.7,unphased,0.6939570852869518,0.010070361139799203,-4.740776139144392,9.39311301091061,-3.335382096112149,0.4389849252180231,70.4508233012594,32,11.061132059930753,1.95535037179424,9.045330160429172,1.0043898492521801,0.14133889150055012,1.0073271161928832,1.0110107822580083,1.0221428018419498,0.8767058813234402,1.1609296449133308,0.8030817352266503,1.282451257936909,0.7196903527160806,1.4525082145896986,0.5179980238414753,2.111394395516544
0.0,0.7,+/-20%,0.6939570852869519,0.010070361139799203,-3.102199438069461,5.3309625856111325,-0.41616711200031553,0.6041986785137854,32.1198472504322,32,8.39609708157446,1.4842342954704704,6.991067347869352,1.006041986785138,0.08433162023680607,1.0100902452786498,1.01517348384596,1.030577202303944,0.9106834175695836,1.1230250175047034,0.8556164245676794,1.2133439399586894,0.7914414488034968,1.3365301686809412,0.6263806235905508,1.7863833907765656
0.0,0.7,+/-40%,0.6939570852869519,0.010070361139799203,-0.908946184625694,2.95186491961997,0.7390931764954289,0.9273373038299016,19.475126871754174,32,6.4198299650367625,1.1348763255855228,5.568743097895078,1.009273373038299,0.03860811104245654,1.0155033479042122,1.0233449229804565,1.0472348313898765,0.9364754502742829,1.0951143863757695,0.8963838498424244,1.1634988838106892,0.84867437341714,1.255016002308355,0.7202487254421183,1.575071828459057
0.0,0.7,+/-80%,0.6939570852869519,0.010070361139799203,0.411235154603928,1.3815894729232014,1.0737586404684674,0.9555277559985322,11.085161363470249,32,3.8410362485836846,0.6790056945392152,3.2681791960112037,1.0095552775599854,0.009703543183192664,1.0159761329889276,1.0240596599515515,1.0486981871400871,0.9644726969181631,1.0532911083276417,0.9414919718382703,1.0903900154644144,0.9135346838941902,1.1386099780940797,0.8345468779396922,1.2964715851821522
0.0,0.7,Blackout,0.6939570852869519,0.010070361139799203,-0.1968050274889377,0.8258065522154874,0.5782268838035958,0.40240946951004847,8.806162727744058,32,2.784560010822442,0.4922453165683587,2.201970984842466,1.0040240946951007,0.010226115797044244,1.006715816773733,1.0100906196000887,1.020283059804091,0.9717587308940501,1.042309253102509,0.9533777451762232,1.0715052978947035,0.9308919027794675,1.1091530689627223,0.8665806603728976,1.2302205504587174
0.0,0.7,TV alone +/-80%,0.6939570852869519,0.010070361139799203,-0.5490603692417759,7.590325784728985,-3.4237946318388333,1.2058235945494586,24.968129822357966,32,7.123903083158914,1.2593400446543552,5.292683600893996,1.0120582359454946,0.11014120416567807,1.0201777304779602,1.0304187639174083,1.0617628290330794,0.9378413583635211,1.0727917828973699,0.8985709356141148,1.1242401565434041,0.8517947428259249,1.1920341471504854,0.7256191980874128,1.4209465031477877
0.25,0.7,unphased,0.6952725697617943,0.4178420242721721,36.43372718538032,30.766201749125695,20.79418254080256,29.33137049176953,33.20637376016895,32,10.44212099498394,1.8459236413808906,29.331370491769526,1.2933137049176953,0.15639544644577752,1.5352288845865398,1.9022154260267683,3.6184235270142002,1.1552369845482253,1.4204733489186099,1.2719385976079496,1.7949797862933368,1.4345853115872131,2.4049030292482496,2.0588249717393485,5.78420755460399
0.25,0.7,+/-20%,0.6952725697617943,0.4178420242721721,34.85058937642677,25.654218039311814,22.16992723814114,27.558244884626575,22.56600894405918,32,8.155484423105237,1.441699584859743,27.55824488462658,1.2755824488462657,0.12680662138285648,1.5003096120946315,1.8376861301748086,3.3770903130368644,1.1728911357234884,1.3793281438487333,1.304460645496525,1.7091474218321947,1.4898729865885298,2.2344449076187436,2.219807205797293,4.992769143202233
0.25,0.7,+/-40%,0.6952725697617943,0.4178420242721721,30.059240989011478,20.15818504496726,19.14322146154325,23.120215831840664,15.593487909456826,32,6.206084417755859,1.0970910941028336,23.120215831840664,1.2312021583184067,0.10916019527468235,1.41432411669495,1.681990042340715,2.829090502533321,1.1551576415455607,1.3098893191829288,1.271753648212445,1.568163592657345,1.434188314902704,1.9637569451426131,2.056944466477121,3.8563776365317146
0.25,0.7,+/-80%,0.6952725697617943,0.4178420242721721,18.291627823536174,11.374796102925824,10.949359785314796,13.538594570592265,9.720090529968319,32,3.9732679287173953,0.7023811739667745,13.538594570592265,1.1353859457059226,0.07342268038221378,1.2356795425905227,1.3735952650779881,1.8867639522446686,1.0861678674657322,1.199616974152961,1.1476996724396265,1.3543828011373658,1.2295392544449615,1.5762284338853654,1.5117670312145477,2.4847339611873007
0.25,0.7,Blackout,0.6952725697617943,0.4178420242721721,10.833503020680883,7.34017895210355,6.6471334618148035,8.273605144866412,8.0805732371496,32,2.6655787751888016,0.4712122069307333,8.273605144866412,1.0827360514486644,0.041863695588660876,1.141662306801034,1.2198501779775273,1.488034456711805,1.0585243407404812,1.1213086294778252,1.0994323014415492,1.2102506393532357,1.15279878478055,1.331413844381116,1.3289592548368614,1.7726649633984684
0.25,0.7,TV alone +/-80%,0.6952725697617943,0.4178420242721721,4.038052730843711,39.876618114828624,29.137042076298428,24.350570973990255,18.733911142211486,32,5.886577774077282,1.0406097655080147,24.35057097399026,1.2435057097399025,0.3583856538398491,1.4379583473516193,1.724326328148868,2.973301285947359,1.1744187810992759,1.310347311112067,1.3072915724255307,1.5690875834471762,1.4947213035556435,1.9655163239802937,2.234239325363681,3.863564712005809
0.5,0.7,unphased,0.6952231737228539,0.588175126977403,54.1036810259408,39.552245785407564,31.083336495116747,41.579754435488375,26.311555191219842,32,9.78547792583152,1.7298444496266847,41.57975443548837,1.4157975443548836,0.23020344530824044,1.7851248316753319,2.3850796493750117,5.688604933862831,1.2904869133700068,1.5260529431791636,1.5296990002146036,2.0227914249191015,1.8920844631174774,2.8769344125142853,3.5815823859112412,8.27712653377723
0.5,0.7,+/-20%,0.6952231737228539,0.5881751269774029,50.760644347756894,34.051247480524765,31.45862159766844,38.75683780865003,20.232644303334755,32,7.780389988380205,1.3753916302648916,38.75683780865003,1.3875683780865005,0.19302022750088454,1.726198188773779,2.2679631032386003,5.143656637651664,1.298011264620304,1.4835307694785644,1.5445339959648843,1.929727783041361,1.9195360607759808,2.680695037991322,3.684622133653526,7.18645442517167
0.5,0.7,+/-40%,0.6952231737228539,0.5881751269774029,42.927597724522805,27.208059163986732,26.563306873873806,32.23298792079445,14.446127185647688,32,5.956492351553197,1.0529690334672674,32.23298792079444,1.3223298792079445,0.1636429085064901,1.5930632490895857,2.0107104187538307,4.042956388085207,1.2532319900251534,1.4018059975593704,1.4567527478486437,1.7558221519437285,1.7582429297519986,2.326601666837641,3.091422937267714,5.413168264926892
0.5,0.7,+/-80%,0.6952231737228539,0.5881751269774029,25.63016122663025,15.454372883282177,14.874921427722551,18.653151845878327,9.262867578592207,32,3.938783727583726,0.6962851708504199,18.653151845878327,1.1865315184587832,0.1075523979890769,1.329838183049103,1.5335509089885127,2.351778390459494,1.1366368382774976,1.2454327033041739,1.237951760660039,1.4416758012354136,1.3773907657505178,1.7310210466003584,1.897247078349723,2.99647240747225
0.5,0.7,Blackout,0.6952231737228539,0.5881751269774029,15.355290982023451,9.9994226010311,9.13288003772757,11.495864540260706,7.81545328329614,32,2.719567239740716,0.4807561092783603,11.495864540260706,1.114958645402607,0.062224109442958975,1.198849313698242,1.312643820820058,1.7230338003370804,1.0953148456672335,1.1548273290434523,1.1638534862408136,1.2711492913557483,1.2555890181145843,1.4331696064786583,1.576504671715473,2.05405258368806
0.5,0.7,TV alone +/-80%,0.6952231737228539,0.5881751269774029,5.85572544111407,53.09907097450363,42.88963063034771,33.94814234865513,17.140795183446844,32,5.613661083940278,0.9923644549342988,33.94814234865514,1.3394814234865515,0.4724334553338956,1.6276505089407132,2.0765468672711385,4.312046891973581,1.2554492986095007,1.4009101883423611,1.4610656692881587,1.7539510562212017,1.7660905824916353,2.3228800988859506,3.119441232009124,5.395815624300531
0.75,0.7,unphased,0.6939121044583315,0.7214166643222993,68.77242158132822,46.785005214871255,38.944604032402516,51.50067694286733,23.616213512186164,32,8.070253648052546,1.426632770108357,51.50067694286733,1.5150067694286733,0.29827817548925695,1.998439272235232,2.8251169671799405,7.981285878247989,1.4416958779063915,1.6093699387060179,1.8398798106869232,2.2101888651732153,2.495653168680715,3.2858634692117024,6.228288934694479,10.797700999221073
0.75,0.7,+/-20%,0.6939121044583315,0.7214166643222993,63.61168887292702,40.850595218507394,38.43026505181794,47.63084971441745,18.766374359268372,32,6.509155945817211,1.1506670772720213,47.63084971441745,1.4763084971441744,0.25181423821109084,1.9140878464040847,2.6481513243785093,7.012705436807655,1.4055885350411195,1.5528104031145047,1.7637228582941542,2.082239766817101,2.342316163393045,3.0046655355073044,5.486445012474569,9.028018830036547
0.75,0.7,+/-40%,0.6939121044583315,0.7214166643222993,53.09716810157111,32.82600015771446,32.132177140038735,39.35178179977477,13.644667995290769,32,5.229003061791326,0.9243658809594666,39.35178179977477,1.3935178179977477,0.2096499096153237,1.7385514339525097,2.2923520485775795,5.254877914617826,1.3331232083057623,1.4548438878962175,1.61479472771097,1.8679303054719905,2.051995061640888,2.5529424479375686,4.210702809359334,6.5175171347871155
0.75,0.7,+/-80%,0.6939121044583315,0.7214166643222993,31.318536483603047,18.640652801339908,17.815355156236592,22.591514813726516,8.941438151705903,32,3.8033129036247453,0.6723370862818389,22.591514813726512,1.225915148137265,0.13503181327366454,1.404216329606426,1.663991213399212,2.7688667582697826,1.1760639511711937,1.274668705718329,1.310342735132177,1.4985189153644471,1.49995204135022,1.8343972368132897,2.249856610764917,3.365015247707128
0.75,0.7,Blackout,0.6939121044583315,0.7214166643222993,18.80686707079426,12.020608666659374,11.034180988477353,13.953885575310329,7.636890697396875,32,2.7830064763602875,0.4919706878801096,13.95388557531033,1.1395388557531032,0.07772686082316915,1.2432216478086358,1.3861902684637228,1.9215234603835278,1.113548867963139,1.1787262691347835,1.1963257166836907,1.3152935402616392,1.3085049066664385,1.5084678420623665,1.7122135564322898,2.27553850388364
0.75,0.7,TV alone +/-80%,0.6939121044583315,0.7214166643222993,7.295455376258223,63.78079956745068,53.548167495674605,41.54147414646117,16.130494901358635,32,4.943688811459154,0.8739289706647078,41.54147414646117,1.4154147414646119,0.5648534419119244,1.784320468370394,2.3834677835936273,5.68091867542872,1.359536270612769,1.4567888612446607,1.6684733458802483,1.8720943068532478,2.1551688876202064,2.5614840189947743,4.644907939478161,6.561206430670615
1.0,0.7,unphased,0.6893351725871358,0.8378162324324651,85.5094219167814,53.12779807405316,44.700665255890456,61.11262841557501,21.757498337947066,32,4.877228740350338,0.8621803789249117,61.112628415575,1.61112628415575,0.40808756660890944,2.214195538878138,3.2947613074454205,10.85545207303946,1.5510913883292428,1.684816879377143,2.0784092061768047,2.3855507044329993,2.9964049146041525,3.684550332790146,8.978932216599873,13.576193916362348
1.0,0.7,+/-20%,0.689335172587136,0.8378162324324651,76.69851314947641,47.32199787061768,43.7645587032917,55.92835657446193,17.60782272099856,32,3.8892184818527853,0.6875231905085385,55.92835657446193,1.5592835657446191,0.3293395444618472,2.0967267503702542,3.0360768059382335,9.21776237155611,1.5051904549448347,1.6093450935385103,1.9769049162081223,2.210118743474088,2.7795770265479027,3.2856703356529144,7.726052869972595,10.795715056347655
1.0,0.7,+/-40%,0.689335172587136,0.8378162324324651,62.61609226399885,38.215172064696645,36.536083313058825,45.789115880584774,13.00371114392255,32,3.8370757773649355,0.6783055755253473,45.78911588058478,1.4578911588058479,0.2608000895094005,1.874455654412236,2.566331505617196,6.586057396723426,1.414433437742742,1.5017036933771641,1.7822593497957107,1.9692789556310697,2.3793396122291024,2.7635107389517852,5.661263443129026,7.637022835132228
1.0,0.7,+/-80%,0.689335172587136,0.8378162324324651,36.301707976582804,21.525668353123358,20.143662542587485,25.99034629076455,8.713105238657247,32,3.6192542231966964,0.6397998010151086,25.99034629076455,1.2599034629076453,0.16158045433995327,1.469700299549163,1.7817352575419922,3.1745805279682298,1.2124084397588235,1.3046222592499455,1.3785258719752804,1.557667927255371,1.618536090401243,1.944073863372271,2.6196592887761496,3.779446347453422
1.0,0.7,Blackout,0.689335172587136,0.8378162324324651,21.672681330892786,13.65313791504845,12.624385251026656,15.983401498989295,7.502952458221414,32,2.825327329085126,0.4994520283669422,15.983401498989299,1.159834014989893,0.09048296079866147,1.2803432088736912,1.4487371716839963,2.0988393926189453,1.118076862677204,1.2011212672532932,1.2044479633020615,1.357206512661015,1.3218607750136682,1.5811428073294198,1.7474048374250613,2.5000878716998285
1.0,0.7,TV alone +/-80%,0.689335172587136,0.8378162324324651,9.007401834842655,73.81209878943457,62.43810934444864,48.41920332290862,15.406192811340341,32,3.755977493486953,0.663969288907169,48.41920332290863,1.484192033229086,0.6480469695459192,1.931153638888944,2.6836460787217065,7.201956275838395,1.4431216816222536,1.5213294391763816,1.8429148636962696,2.0123590361874855,2.5018344755902806,2.8546852981345197,6.2592333410828385,8.149232212060346
0.0,0.9,unphased,0.897217384200011,0.014413451812035653,-10.392487762770198,18.454367898067602,-7.3856952380506975,0.22539496574890214,247.40851963718868,32,18.014438091463294,3.1845328334347354,15.3225513288644,1.002253949657489,0.288468556608378,1.003759404438988,1.0056444032630483,1.0113206658142924,0.7818367844587298,1.1900552897558834,0.6635435143779028,1.3364358344880654,0.5405322181503691,1.5449966552047718,0.2922469031596752,2.387190124019958
0.0,0.9,+/-20%,0.897217384200011,0.014413451812035653,-3.6554290028228893,5.207651805466872,0.3751544485958437,0.6424590837466089,40.773612018649935,32,8.0241991630961,1.4184914104541677,6.432213314795652,1.006424590837466,0.08863080808289758,1.0107305658214374,1.0161389512090941,1.0325383681643179,0.9251732350350157,1.1419670766503383,0.8784260654400462,1.2476423957112557,0.8232998462429582,1.3935954412893472,0.6778246373842246,1.942149110873682
0.0,0.9,+/-40%,0.897217384200011,0.014413451812035653,-0.4956368892587949,2.5176012951391136,1.3150652260863585,1.112343210655559,21.342947743541078,32,6.080230902001059,1.0748431254962367,4.992501926875733,1.0111234321065556,0.03013238184397915,1.0186077081678846,1.028041004908319,1.0568683077729064,0.9395892610891928,1.100353582200927,0.9013587874505125,1.1727908309991129,0.8557528290634135,1.2700800044474472,0.732331202202264,1.6131084619371587
0.0,0.9,+/-80%,0.897217384200011,0.014413451812035653,0.6354624843681187,1.1523879729292696,1.2893137857764954,1.0257214143579612,11.353636904954598,32,3.7056545765956295,0.6550733699614335,3.104974912831022,1.0102572141435797,0.006538513014083813,1.0171537407630054,1.0258406417459938,1.0523490222578322,0.9672421604873385,1.0523541283157214,0.946002994513659,1.0887709324036716,0.9201098270841959,1.1360691882496947,0.8466126931539071,1.2906532853499721
0.0,0.9,Blackout,0.897217384200011,0.014413451812035653,-0.09284143561469826,0.6598036910798019,0.6539453278057374,0.4069691944236136,8.991031141881022,32,2.6624917469764195,0.4706664922850609,2.137482881600106,1.0040696919442362,0.007526451266945067,1.0067920170811417,1.0102053053995637,1.0205147590574257,0.9739973161051328,1.0419402535512508,0.9570389578815671,1.0708741764969882,0.9362556602321578,1.1081752640074638,0.8765750376547974,1.2280656481228414
0.0,0.9,TV alone +/-80%,0.897217384200011,0.014413451812035653,-0.486722389460992,13.53005026795298,-8.169422147445353,1.6246352436822118,55.315565223865654,32,7.296281289737388,1.2898124943544589,5.227667503877829,1.0162463524368222,0.21699472415398324,1.0272236263223853,1.0411121133625505,1.0839144325902363,0.9296125204883919,1.1077250636949312,0.8854707289135381,1.1859233508116567,0.8332385648158213,1.2914902097680823,0.6943646692221029,1.668087985923072
0.25,0.9,unphased,0.8981244393612231,0.47491169898689006,33.78458355632817,38.41564493434505,22.379299184351687,31.5265092250083,153.60020571632526,32,15.75064481762902,2.7843469396515577,31.527053104389115,1.315265092250083,0.16036345749993375,1.5789031450410362,1.9839614752237777,3.9361031351721096,1.1266090844717949,1.5219878011523271,1.2201352216584276,2.0138128107835858,1.3484720148928075,2.857784966519592,1.8245393773504357,8.167035854623865
0.25,0.9,+/-20%,0.8981244393612231,0.47491169898689,37.101738613536966,26.65146214607047,26.204342041599,29.98584760040215,28.728551374435554,32,7.909417425037263,1.3982006741197224,29.985847600402145,1.2998584760040215,0.10897396571937956,1.5481990051681103,1.9263720841430316,3.7109094065655683,1.2024377754126,1.390843546027821,1.3596874835558896,1.732997278259133,1.5854819761168286,2.2813831004887035,2.5138461287488236,5.204808937195719
0.25,0.9,+/-40%,0.8981244393612231,0.47491169898689,32.57774426399968,20.823727536624162,21.194000405207227,24.86515740194369,16.873374093135467,32,6.017326443879663,1.0637230832701108,24.86515740194369,1.248651574019437,0.11754016727375527,1.4478895987750224,1.7422207118718196,3.03533300887515,1.1740369180634036,1.3315842747520754,1.3065807589555152,1.6116966988133639,1.4934971277202123,2.0461106711764745,2.230533798645749,4.186806520334864
0.25,0.9,+/-80%,0.8981244393612231,0.47491169898689,19.316797332257043,11.484062404323165,11.534619637947392,14.111826458175868,9.912584738369741,32,3.903985160955905,0.6901335952408939,14.111826458175868,1.1411182645817586,0.07832734927933882,1.2460948309155142,1.3909984360728855,1.9348766491572138,1.0866320321147513,1.2051343918784778,1.148517336009518,1.3647817639032522,1.2308536717823872,1.5944188427911468,1.515002713579485,2.5424351919449597
0.25,0.9,Blackout,0.8981244393612231,0.47491169898689,11.275451295703675,7.379369647479277,6.92699649734566,8.527272480176203,8.233379363195791,32,2.5309588868304393,0.4474145479455398,8.527272480176203,1.085272724801762,0.043484547983580146,1.1461236671309731,1.2270075104279077,1.505547430646492,1.0601268340259888,1.123515480015585,1.1022079224302554,1.2142233057399212,1.1571674228397808,1.3379752824322626,1.3390532789738347,1.790183871670207
0.25,0.9,TV alone +/-80%,0.8981244393612231,0.47491169898689,0.8907246004526315,48.42041521021403,32.90639632868317,27.405845379783276,33.292301500701676,32,6.499596442060629,1.148977179789257,27.40584537978328,1.2740584537978326,0.475296906097614,1.497323324378426,1.8322021343298371,3.3569646610428108,1.1850348725250255,1.3541269911895968,1.3270669499755003,1.6574193724503432,1.528810425153547,2.133775760974949,2.3377335858527566,4.55300912658848
0.5,0.9,unphased,0.8984114583930524,0.6668718925087819,53.499128943060086,46.17136846724462,35.1044795999589,44.924992336754535,63.429899358432436,32,13.239494485084341,2.340434082471259,44.92499233675453,1.4492499233675453,0.18394649343101177,1.855975091848996,2.5284723873202744,6.39317261344109,1.3113585796859693,1.6289209233902058,1.5710972837633557,2.255112238320207,1.96927252322855,3.386530811357223,3.878099125498592,11.469029504320089
0.5,0.9,+/-20%,0.8984114583930524,0.666871892508782,54.45795106885835,35.498927085555806,36.531747482221775,42.16287521221198,25.773676291147282,32,7.241493093123979,1.280127218015878,42.16287521221197,1.42162875212212,0.1895902398330256,1.7973955577100618,2.409713973093409,5.806721432121623,1.3464799946953163,1.494884734287536,1.6418492426928062,1.9543972847068736,2.1037789531939515,2.732242777678508,4.425897555970207,7.465151704459364
0.5,0.9,+/-40%,0.8984114583930524,0.666871892508782,46.38733586037155,28.37595647749736,29.12811060577635,34.63046764788175,15.572420643593825,32,5.57065391053228,0.9847617889451835,34.63046764788176,1.3463046764788171,0.18011379382874182,1.6414925798892603,2.103092554474405,4.422998292685678,1.2748669289216479,1.4192511082502444,1.498914232898252,1.792389378967628,1.8351390889255503,2.3996565553375477,3.3679143012035935,5.758394895473645
0.5,0.9,+/-80%,0.8984114583930524,0.666871892508782,27.00196827627593,15.730549418891066,15.607291461187124,19.44660305211804,9.437980180922766,32,3.834314238594785,0.6778173998276265,19.44660305211804,1.1944660305211803,0.11394676815088811,1.3446925710680104,1.5593173398824238,2.4314705664579987,1.1441570334982454,1.2526099998337994,1.2516302762072438,1.455549130439631,1.400277446346148,1.756066970466798,1.9607770345937525,3.083803912078605
0.5,0.9,Blackout,0.8984114583930524,0.666871892508782,15.928849649958813,10.129939534361526,9.497585368902374,11.852124851074237,7.963044880020327,32,2.592752270419688,0.4583381780876446,11.852124851074239,1.1185212485107423,0.06431264281056448,1.205240539854883,1.3231546182604992,1.7507381438240872,1.0974272369055036,1.160737677607497,1.167596804070042,1.2820143982220193,1.261651354815903,1.4515918371934466,1.5917644059350884,2.107267663127388
0.5,0.9,TV alone +/-80%,0.8984114583930524,0.666871892508782,1.4513039670598926,62.342757298426015,50.31761748499255,38.037226250159485,27.66796013169775,32,6.0209072388867,1.0643560843779893,38.03722625015949,1.380372262501595,0.6089145333136612,1.7113035049366128,2.2386724760630194,5.011654455082131,1.3078781953752658,1.4394729686684393,1.5641516250829715,1.8351540578101329,1.9562227665892482,2.4860439516447967,3.8268092903222177,6.180415374905567
0.75,0.9,unphased,0.8980119884234364,0.8172455684367917,70.93160099451023,52.79464865893175,44.369015969247414,56.03175520756313,46.86893430002575,32,9.68732246357895,1.7124928513843616,56.03175520756314,1.5603175520756312,0.26562585025262786,2.0990445519782153,3.0411124893613177,9.248365172949393,1.4435410761838638,1.6760496074834224,1.84390643768403,2.3648930719489054,2.504108937694051,3.636782915483585,6.274565751500427,13.2262109016248
0.75,0.9,+/-20%,0.8980119884234364,0.8172455684367916,68.63910268878615,42.88724899777468,44.1070917379881,51.87781447484965,23.91334355651232,32,5.5190012521701455,0.9756308026966392,51.87781447484964,1.5187781447484963,0.25751853691011495,2.0067374934342572,2.8427315367368577,8.0811225899583,1.453260363714574,1.5944299872466867,1.864542909939811,2.176086211975276,2.546001036656574,3.2100720780314,6.482121491716821,10.304653286689048
0.75,0.9,+/-40%,0.8980119884234364,0.8172455684367916,57.39174359126848,34.50114684980406,35.087118055875585,42.32666949898271,14.693183619123326,32,4.624758527562955,0.8175495290475194,42.3266694989827,1.4232666949898267,0.2289059674146443,1.800848359938363,2.4166609082927257,5.840249945670225,1.3666608819910955,1.4848108685366028,1.6830664914185758,1.9324958598592759,2.1834935414002135,2.68644451560012,4.767644127485755,7.216985835235958
0.75,0.9,+/-80%,0.8980119884234364,0.8172455684367916,32.98820581828012,19.07382562895581,18.671761237269973,23.5779308948353,9.09500689880771,32,3.6730371794154446,0.6493073742787426,23.5779308948353,1.235779308948353,0.14316444581010157,1.42309818801017,1.6976661860936098,2.882070479405623,1.1880296668105514,1.2832070698655886,1.332637885886898,1.5152859198485535,1.5383964101375611,1.86527087727177,2.3666643047120557,3.4792367882101622
0.75,0.9,Blackout,0.8980119884234364,0.8172455684367916,19.482757680987003,12.225607863574774,11.468899149702052,14.392421564754612,7.773365390959907,32,2.6677316190311626,0.4715927795506756,14.39242156475461,1.1439242156475462,0.08013858531284934,1.251205820626438,1.399565196213589,1.9587827384523824,1.1209211663797825,1.1815690293966459,1.2095536335685928,1.3205884160651513,1.33026364214796,1.5175938369231035,1.7696019872683575,2.3032275346806257
0.75,0.9,TV alone +/-80%,0.8980119884234364,0.8172455684367916,1.9605703601117586,74.03848838692302,63.58939550292802,46.5294847499876,25.125961503090398,32,4.673059713999028,0.8260880531645952,46.5294847499876,1.465294847499876,0.7207791802681125,1.8903477474714783,2.5990375626246993,6.754996251934141,1.422830560336215,1.5070862918895032,1.7999304904628193,1.981057609068815,2.4148179827478478,2.788342414107783,5.831410633300418,7.774901340432637
1.0,0.9,unphased,0.8958000398613363,0.9498204152410263,94.95368331844331,58.50845074289103,49.522436397120124,67.66152348615148,40.195350112595754,32,3.90121956003822,0.6896447014501562,67.66152348615148,1.6766152348615149,0.4543124692132319,2.3662230478376602,3.639850283333415,13.248510085082348,1.630246320772421,1.7241705791232844,2.2581720252575646,2.4791361873648863,3.393427877865686,3.9034676027107214,11.51584798273989,15.23705978800086
1.0,0.9,+/-20%,0.8958000398613363,0.9498204152410263,83.12454056282805,50.72793883342163,49.73514209436669,61.195873830205464,22.294162507562884,32,2.4531046782639288,0.43365173824021697,61.19587383020546,1.6119587383020546,0.3338939846846134,2.2161026247416213,3.299018889067826,10.883525630426316,1.5769903420497142,1.6377820210938423,2.1365605977423994,2.275587309815823,3.123008172191653,3.4327348804302167,9.753220336368795,11.783670090361634
1.0,0.9,+/-40%,0.8958000398613363,0.9498204152410263,67.78554275938225,40.612909464606915,39.904449750598,49.434300658195724,13.967253981219843,32,3.3284315850095916,0.5883891361189426,49.434300658195724,1.4943430065819572,0.2788109300878425,1.9532169859086286,2.7297680014399632,7.4516333416855325,1.4541508055369698,1.5324420149968818,1.866447421149823,2.0369202158275477,2.549903028485516,2.9071145981273236,6.502007663241013,8.451445943706153
1.0,0.9,+/-80%,0.8958000398613363,0.9498204152410263,38.2836050620392,22.14149411771514,21.147234846730967,27.190778008828435,8.847146895681616,32,3.560010680833557,0.6293269233784865,27.19077800882844,1.2719077800882843,0.17136370215308228,1.493113102081656,1.824479801078438,3.3287265445432173,1.2234254715118684,1.3170972671063692,1.3994666734544479,1.582573852438537,1.6555560862606522,1.9908918616337046,2.7408681181031036,3.9637425463724956
